,Unnamed: 0,Deposit type,Description
147,147,Skarn tin ± copper ± Mo,"Skarn tin ± copper ± Mo deposits belong to the general deposit group of Skarn deposits. The deposit environment is typically Magmatic hydrothermal. Genetically related features of typical Skarn tin ± copper ± Mo deposits include: Continental back arc or hinterland, S-type volcano-plutonic center, magmatic fluid, alkali and hydrolytic metasomatism. Skarn tin ± copper ± Mo type mineral deposits are also known as USGS deposit model number 14b. Skarn tin ± copper ± Mo type mineral deposits are also known as Sn skarn.  Skarn tin ± copper ± Mo deposits, or Sn skarn deposits, are significant due to their unique geological features associated with continental magmatic arcs, predominantly S-type granite intrusions in back-arc or hinterland settings. These deposits typically occur where granitic magmas come into contact with carbonate rocks, such as limestone and dolostone, leading to extensive metasomatic processes that transform the carbonate into calc-silicate skarn assemblages. These skarns are often rich in minerals such as garnet, pyroxene, and wollastonite, which form in response to high-temperature hydrothermal fluids derived from the intrusion. The major ore minerals in these deposits include cassiterite for tin, chalcopyrite for copper, and molybdenite for molybdenum, with accessory minerals like scheelite and sphalerite. This mineralogical complexity often reflects specialized magmatic processes, with these deposits distinguished by the presence of specialized leucocratic biotite or muscovite granites, high in silica and enriched with incompatible elements like fluorine. Skarns typically exhibit zonal alteration patterns, ranging from distal garnet-predominant zones to proximal pyroxene and wollastonite-dominant assemblages, reflecting temperature gradients and fluid-rock interactions during the skarn formation. Ore bodies are generally irregular lens or mass-shaped, conforming to the configuration of the host carbonate and often controlled by structural features such as faults and contact zones. The skarn tin system is notable for its tectonic setting in post-orogenic granitic environments, differing significantly from subduction-related skarns commonly associated with oxidized I-type granites. These deposits can have variable grades and tonnage, with their economic viability enhanced by by-products such as tungsten and fluorite. Examples include deposits in regions like Moina in Australia and Lost River in the USA. Distinguishing aspects also involve their geochemical signature, with enrichment in elements such as Sn, W, F, and Be, among others."
148,148,Skarn gold ± copper ± tungsten,"Skarn gold ± copper ± tungsten deposits are also known as Intrusion-related gold. They belong to the general deposit group of Skarn deposits. The deposit environment is typically Magmatic hydrothermal. Genetically related features of typical Skarn gold ± copper ± tungsten deposits include: Occurs in more than one system type. Skarn gold ± copper ± tungsten type mineral deposits are also known as USGS deposit model number 18f. Skarn gold ± copper ± tungsten type mineral deposits are also known as Skarn Au.  Skarn gold ± copper ± tungsten deposits, also known as intrusion-related gold or Skarn Au deposits, are notable for their geological setting and mineral assemblages. These deposits typically form in carbonate rocks such as limestone and dolomite that have undergone metasomatism due to the emplacement of igneous intrusions, often consisting of granites, granodiorites, or other felsic to intermediate compositions. The mineral deposits encompass a variety of economically significant metals, primarily gold (Au), copper (Cu), and tungsten (W), frequently found with sulfide minerals like pyrite and chalcopyrite, and often exhibiting complex mineralogy including scheelite, tellurides, and bismuthinite. These deposits exhibit wide-ranging grades and tonnage, with gold grades particularly varying from 0.0021 to 4238 g/t. They are typically located in orogenic belts with rugged physiography and are geologically young to very old, corresponding to magmatic events from the Paleozoic to the Tertiary periods. Orebodies are characterized by their irregular, lens-like forms and are influenced by contacts between carbonate rocks and intrusives, and by structural controls such as faults and folds, which guide mineralizing fluids. Skarns display intense metasomatic alteration, often producing minerals like garnet, diopside, and epidote, accompanied by retrograde phases forming calcite, quartz, and chlorite. Their tectonic settings are typically associated with convergent plate boundaries, where subduction-related tectonic and magmatic interactions create conditions for these deposits to form. Distinguishing these skarns from other types is the presence of precious and base metals, often exhibiting unique paragenesis, complex structural interactions, and magmatic-hydrothermal origins, resulting in unique mineralogical zones and geochemical signatures distinct to this deposit type."
149,149,Skarn zinc-lead-silver,"Skarn zinc-lead-silver deposits belong to the general deposit group of Skarn deposits. The deposit environment is typically Magmatic hydrothermal. Genetically related features of typical Skarn zinc-lead-silver deposits include: Occurs in more than one system type. Skarn zinc-lead-silver type mineral deposits are also known as USGS deposit model number 18c. Skarn zinc-lead-silver type mineral deposits are also known as Skarn Zn-Pb.  Skarn zinc-lead-silver deposits, also called Skarn Zn-Pb or USGS deposit model number 18c, exhibit distinguishing geological features due to their environment of formation primarily linked to magmatic hydrothermal systems. They typically develop at the contact zones between granitic intrusions and calcareous rocks such as limestone, marble, or dolomite, often situated in tectonically active mountainous regions associated with continental margins and orogenic settings. These deposits are characterized by polymetallic ore content, primarily containing zinc sulfide (sphalerite), lead sulfide (galena), and silver-bearing minerals, accompanied by significant gangue constituents like pyrrhotite, pyrite, and magnetite. Notably, manganese-rich silicate and carbonate minerals distinguish them from other skarn types. The skarn formation involves prograde metasomatism leading to the formation of high-temperature minerals like garnet and pyroxene, followed by retrograde hydrothermal alteration resulting in lower temperature mineral assemblages, crucial for ore concentration. The orebodies in these deposits often display irregular, stratiform, or lenticular shapes due to the complex interplay between intruding magmas and reactive carbonate host rocks, controlled structurally by faults, shear zones, and lithologic contacts. Skarn Zn-Pb deposits can vary significantly in grade and tonnage, with median deposits estimated around 1.40 million metric tonnes, indicating potential economic viability despite their complex geology. Distinguished from other skarn deposits by their specific metal assemblages and manganese-rich mineral content, they often lack direct connections to the nearby plutonic intrusions found in other skarn types, underscoring their unique genetic and environmental formation pathways. Recognizing these features is imperative for geologists in exploration and classification efforts, facilitating accurate deposit modeling and resource assessment."
150,150,Skarn molybdenum,"Skarn molybdenum deposits belong to the general deposit group of Skarn deposits. The deposit environment is typically Magmatic hydrothermal. Genetically related features of typical Skarn molybdenum deposits include: Occurs in more than one system type.  Skarn molybdenum deposits are a distinctive type of mineral deposit characterized by molybdenite mineralization in conjunction with skarn gangue minerals, and they form primarily in contact zones where igneous intrusions meet carbonate sedimentary rocks. The typical rock associations include granodioritic to granitic intrusive bodies and host rocks like limestone or dolostone. Molybdenum is the primary commodity, occasionally accompanied by tungsten due to the presence of scheelite. The deposits are usually found in tectonically active mountainous regions, often linked to continental arc settings formed by subduction processes. Mineralization typically occurs in post-emplacement settings, and in North America, they are frequently associated with the Laramide orogeny, suggesting a Mesozoic to Cenozoic age. Ore bodies are irregular, reflecting their control by lithological features such as the reactive nature of carbonate host rocks and structural complexities like faults that enhance fluid flow and mineral deposition. Alteration minerals include garnet, pyroxene, and wollastonite, with late-stage quartz, chlorite, and sericite. These deposits often exhibit endoskarn and exoskarn alteration, with endoskarn showing igneous textures potentially with breccia, while exoskarn is typically granoblastic. Localized geological features, including the proximity to igneous contacts and structural conduits, play crucial roles in ore localization. These deposits are distinguished from porphyry molybdenum systems by their intense metasomatic alteration and the mineralogy of the associated skarn zones. Skarn molybdenum deposits thus represent localized, high-grade concentrations of molybdenum that arise from complex interactions between intruding magmas and carbonate host rocks in geodynamically active regions."
151,151,Skarn beryllium-fluorite,"Skarn beryllium-fluorite deposits belong to the general deposit group of Skarn deposits. The deposit environment is typically Magmatic hydrothermal. Genetically related features of typical Skarn beryllium-fluorite deposits include: Continental rift, hydrous bimodal magmatism, A-type volcano-plutonic center, magmatic fluid. Skarn beryllium-fluorite type mineral deposits are also known as USGS deposit model number 18h. Skarn beryllium-fluorite type mineral deposits are also known as Fluorite skarn.  Skarn beryllium-fluorite deposits, also known as USGS deposit model number 18h, are characterized by their distinctive geological setting and mineral composition, placing them within the broader group of skarn deposits. These deposits are primarily associated with carbonate-rich host rocks such as limestone or dolomite and sometimes ultramafic rocks, with magmatic intrusions typically of granitic origin. Mineralization in these deposits commonly occurs through low-temperature hydrothermal processes, leading to the formation of fluorite (CaF₂), beryllium-bearing minerals like bertrandite (Be₄Si₂O₇(OH)₂), along with potential tin (Sn) and iron-rich oxides and sulfides. The deposits are often found in continental rift environments characterized by A-type bimodal magmatism with hydrous magmatic fluids playing a critical role in mineral deposition. The mineralization often concentrates in skarn systems where metasomatic alteration extensively modifies the host rocks, introducing vesuvianite, garnet, pyroxene, or humite-group minerals depending on the original rock composition. Structure and ore control are prominently influenced by the interplay of intrusive magmatic bodies, reactive host rocks, and the tectonic framework that facilitates faulting and fracturing, serving as conduits for mineralizing fluids. The deposits can exhibit high-grade beryllium concentrations, with the beryllium often localized in late-stage fluorite-rich veins. These deposits are distinct from other skarn types due to their unique association with specific minerals and the magmatic events that encourage the concentration of fluorine-rich fluids, setting them apart from skarns dominated by more common metals like copper or gold. While the precise age of these deposits can vary, they are integrally linked to the timing and nature of local magmatic and tectonic activities that define their environments."
152,152,Skarn uranium-REE,"Skarn uranium-REE deposits belong to the general deposit group of Skarn deposits. The deposit environment is typically Magmatic hydrothermal. Genetically related features of typical Skarn uranium-REE deposits include: Peralkaline volcano-plutonic center.  Skarn uranium-REE deposits are notable for their formation within magmatic-hydrothermal environments, particularly associated with peralkaline volcano-plutonic centers where intrusive magmatic bodies interact with reactive carbonate rocks in high-temperature conditions. These deposits predominantly comprise carbonate protoliths that undergo metasomatic alteration when intruded by granitic or peralkaline magmas, leading to the formation of skarns characterized by an assemblage of minerals such as garnet, pyroxene, wollastonite, and vesuvianite. The mineralization process commonly involves primary uranium minerals like uraninite and notable REE minerals including bastnäsite, xenotime, and allanite. Metal ores, particularly uranium and REEs, appear in variable grades and tonnages depending on individual deposit characteristics, possessing significant economic potential. Skarn uranium-REE deposits typically present irregular, lens-like, or tabular ore bodies aligning with intrusion configurations and contact zones, and their formation is closely contingent on the presence of structures such as faults and fractures which guide metasomatic fluids. The setting in convergent tectonic regimes, often linked to subduction-related magmatic arcs, facilitates the emplacement of magmas that contribute to skarn formation. The age of mineralization varies, as these systems are a product of regional tectonic and thermal histories. In differentiation from other mineral deposit types, skarn uranium-REE deposits are exceptionally defined by the interplay of skarn-forming processes in contact zones, differentiating them from placer, lateritic, or hydrothermal vein environments typical for other REE or uranium deposits. The interplay of igneous, metamorphic, and structural geological processes underscores the unique genesis of these deposits in complex tectonic and magmatic settings."
153,153,Porphyry copper ± gold,"Porphyry copper ± gold deposits are also known as Alkaline porphyry copper. They belong to the general deposit group of Porphyry deposits. The deposit environment is typically Magmatic hydrothermal. Genetically related features of typical Porphyry copper ± gold deposits include: Arc or rift, alkaline volcano-plutonic center, magmatic fluid, alkali and hydrolytic metasomatism. Porphyry copper ± gold type mineral deposits are also known as USGS deposit model number 17. Porphyry copper ± gold type mineral deposits are also known as Porphyry Cu.  Porphyry copper ± gold deposits, commonly referred to as alkaline porphyry copper or Porphyry Cu, are characterized by their formation in magmatic-hydrothermal environments typically associated with arc or rift-related tectonic settings. These deposits are closely related to tonalitic-granodioritic intrusions within alkaline volcanic-plutonic centers, which contribute to their distinctive geological features. Rock types associated with these deposits range from less silicic to highly silicic compositions, affecting the ore deposition process. The ore types predominantly exhibit disseminated and vein-style mineralization with high-sulfidation features, resulting in significant concentrations of copper (Cu) and gold (Au), alongside minor molybdenum (Mo) values in some instances. Despite considerable variability in grade levels, these deposits are recognized as major global producers of copper and gold due to their substantial tonnage. Physiographically, they are often located in mountainous regions linked to volcanic arcs, reflecting their deep crustal magmatic origins. Mineralization ages typically coincide with Mesozoic to Cenozoic volcanic arc activities. The orebodies exhibit large and complex geometries, often influenced by multiple intrusive phases leading to features such as dikes and stocks. Key alteration processes include potassic alteration, with hydrolytic and sericitic types, and local advanced argillic alteration, creating distinct mineral and alteration zonation patterns. Structural controls, including faults and breccias, play a crucial role in ore localization and distribution, with significant mineralization often associated with these structural features. These deposits are uniquely distinguished by their magmatic sources, enriched in alkali metals, providing a notable Au component in alkaline systems. Coupled with related skarn deposits, Porphyry copper ± gold deposits present a complex interplay of magmatic and hydrothermal dynamics, with structural and alteration control elements that significantly impact their economic feasibility and extraction strategy."
154,154,Porphyry copper-molybdenum,"Porphyry copper-molybdenum deposits are also known as Calc-alkaline porphyry copper. They belong to the general deposit group of Porphyry deposits. The deposit environment is typically Magmatic hydrothermal. Genetically related features of typical Porphyry copper-molybdenum deposits include: Arc, magnetite series, calc-alkaline volcano-plutonic center, magmatic fluid, alkali and hydrolytic metasomatism. Porphyry copper-molybdenum type mineral deposits are also known as USGS deposit model number 21a. Porphyry copper-molybdenum type mineral deposits are also known as Porphyry Cu-Mo.  Porphyry copper-molybdenum (Cu-Mo) deposits are significant geological features characterized by their association with tonalitic to granodioritic intrusions, and variations including quartz monzodioritic to granitic host rocks. These deposits primarily yield copper and molybdenum, with gold occasionally as a byproduct. Notably, they exhibit large tonnage but lower grades, with higher molybdenum grades linked to quartz monzodioritic-granitic subclasses. Physiographically, they are situated in mountainous terrains due to tectonic uplift from subduction-zone dynamics. Commonly dated to the Mesozoic to Cenozoic eras, these deposits form through processes linked to arc magmatism and related tectonic activities. The orebodies are defined by stockwork vein networks, disseminated zones, and structurally controlled breccia pipes. Extensive and zoned alteration types include potassic, sericitic, argillic, and propylitic, with advanced argillic zones often present at upper system levels. Ore localization is influenced by structural controls such as fractures and faults, with critical magmatic structures facilitating fluid pathways. These deposits typically form in continental volcanic arcs of subduction zones, aligned with calc-alkaline magmatism. During their formation, late-stage crystallization of large felsic to intermediate magmas plays a key role, with metals transported by magmatic hydrothermal fluids exsolved from magma. Distinguishing features of Porphyry Cu-Mo deposits include their formation in deeper magmatic environments compared to high-sulfidation epithermal deposits, which have different metal assemblages and sulfidation states. These deposits also show structural and hydrothermal complexity due to multiple intrusions and evolving magmatic-hydrothermal systems, differentiating them from volcanogenic massive sulfide (VMS) and Carlin-type deposits, which exhibit more uniform and sedimentary-hosted characteristics. This synthesis illustrates the unique geological and genetic frameworks of Porphyry Cu-Mo deposits within broader mineral deposit categorizations."
155,155,Porphyry gold ± copper,"Porphyry gold ± copper deposits are also known as Intrusion-related gold. They belong to the general deposit group of Porphyry deposits. The deposit environment is typically Magmatic hydrothermal. Genetically related features of typical Porphyry gold ± copper deposits include: Continental back arc or hinter-land, felsic magmatism of ilmenite to magnetite series, calc-alkaline volcano-plutonic center, magmatic fluid, alkali and hydrolytic metasomatism. Porphyry gold ± copper type mineral deposits are also known as USGS deposit model number 20c. Porphyry gold ± copper type mineral deposits are also known as Porphyry Cu-Au.  Porphyry gold ± copper deposits, also known as Porphyry Cu-Au or USGS deposit model number 20c, represent a distinctive type of magmatic hydrothermal mineral deposit that is intricately linked with tonalitic to granodioritic porphyry rock formations and quartz monzodioritic to granitic compositions. They predominantly contain disseminated gold, copper, and molybdenum, often in association with sulfide minerals such as enargite. These deposits are recognized for their substantial tonnage and grade, often forming extensive ore bodies with prominent hydrothermal alteration, including potassic, sericitic, and advanced argillic alteration zones. Mineralization typically reflects late-stage magmatic activity, indicating a significant geologic history. Ore bodies display detailed vertical and lateral zoning, often shaped by complex intrusion events. Structural influences, such as faulting and brecciation, are crucial for ore control, highlighting the complexity of vein networks and structural interactions. Tectonically, these deposits are frequently situated in continental back arc or hinter-land settings and are associated with calc-alkaline volcanic arcs generated by subduction. A significant distinguishing feature is their capacity to transition between porphyry systems and epithermal environments, forming a genetic link between high-sulfidation and low-sulfidation epithermal processes and advanced argillic lithocaps. This link sets them apart from other mineral systems, underscoring their association with broader magmatic hydrothermal activities. The multifaceted nature of Porphyry Cu-Au deposits, characterized by their metal associations with Cu, Au, and Mo, and their structural and magmatic complexities, encourages diverse exploration strategies and comprehensive geological investigations to unravel the magmatic and tectonic processes that guide their formation and distribution."
156,156,Climax-type porphyry molybdenum,"Climax-type porphyry molybdenum deposits are also known as Alkali-feldspar rhyolite-granite porphyry molybdenum; high-fluorine porphyry molybdenum. They belong to the general deposit group of Porphyry deposits. The deposit environment is typically Magmatic hydrothermal. Genetically related features of typical Climax-type porphyry molybdenum deposits include: Continental rift, hydrous bimodal magmatism, A-type volcano-plutonic center, magmatic fluid. Climax-type porphyry molybdenum type mineral deposits are also known as USGS deposit model number 16. Climax-type porphyry molybdenum type mineral deposits are also known as Climax Mo.  Climax-type porphyry molybdenum deposits, also known as high-fluorine porphyry molybdenum deposits, stand out among porphyry deposit types due to their association with highly evolved, silica-rich, alkali-feldspar rhyolite and granite porphyry rock types, enriched in elements such as fluorine, rubidium, and niobium-tantalum. These deposits predominantly feature molybdenite (MoS₂) within stockwork vein systems, occasionally accompanied by other elements such as tungsten, tin, and rare earths as by-products. Molybdenum grades in these deposits are typically high (0.1-0.3% Mo), with significant tonnage ranging from 100 to 1,000 million tons. Physically, Climax-type deposits often manifest as inverted cup-shaped or hemisphere-like bodies, while their formation generally dates back to the Late Cretaceous and Tertiary periods (5 to 51 million years ago), primarily in North America. The ore bodies are characterized by numerous overlapping zones within stockworks and crosscutting fractures, typically 100-200 meters thick and 400-700 meters in diameter. High-temperature potassic, sericitic, and propylitic alterations are confined around the quartz-molybdenite veins. Ore control is heavily influenced by hydrofracturing associated with igneous emplacement, rather than by pre-existing structures. Tectonically, these deposits form in postsubduction, extensional settings, often linked to continental rifts and characterized by A-type volcano-plutonic centers. Unique geochemical signatures, such as high fluorine contents, significant halogen involvement in magmatic fluids, and enriched rare metals, notably distinguish Climax-type deposits from other porphyry molybdenum systems. This unique interplay of highly evolved magmatic systems, tectonic settings, and distinct mineralogical and chemical features provides a clear differentiation of Climax-type deposits and guides effective exploration and extraction strategies."
157,157,Low-fluorine porphyry molybdenum,"Low-fluorine porphyry molybdenum deposits are also known as Arc-related porphyry molybdenum; low-fluorine stockwork molybdenite. They belong to the general deposit group of Porphyry deposits. The deposit environment is typically Magmatic hydrothermal. Genetically related features of typical Low-fluorine porphyry molybdenum deposits include: Arc, magnetite series, calc-alkaline volcano-plutonic center, magmatic fluid, alkali and hydrolytic metasomatism. Low-fluorine porphyry molybdenum type mineral deposits are also known as USGS deposit model number 21b. Low-fluorine porphyry molybdenum type mineral deposits are also known as Porphyry Mo, low-F.  Low-fluorine porphyry molybdenum deposits, also known as Arc-related porphyry molybdenum or low-fluorine stockwork molybdenite deposits, are distinguished by several geological features that set them apart from other porphyry types. Predominantly associated with felsic to intermediate intrusive rocks such as granodiorite, quartz monzonite, and granite, these deposits exhibit porphyritic textures and commonly occur in mountainous or upland regions aligned with magmatic arcs above subduction zones. The principal commodity found is molybdenum, primarily as the mineral molybdenite (MoS₂), with minor occurrences of chalcopyrite, scheelite, and galena. The deposits typically exhibit grades ranging from 0.027% to 0.200% Mo, with a median tonnage of 62 million tonnes of ore. Geologically, they span from the Mesozoic to Cenozoic eras, aligning with subduction-related tectonic settings. The ore is usually found as large-scale stockwork veins and disseminated systems, characterized by potassic, phyllic, and argillic hydrothermal alteration zones, indicating dynamic magmatic-hydrothermal conditions. Structural controls, such as faults and fractures, play a critical role in ore emplacement, alluding to the significance of tectonic activity in their formation. Distinguishing these deposits from other molybdenum deposits like Climax-type, is their comparatively low fluorine content, indicating distinct magmatic processes possibly linked to specific subduction-related tectonic dynamics such as slab gaps or unique subduction angles. These geological characteristics reflect their formation in tectonically active magmatic arc regions, highlighting their importance as substantial yet complex molybdenum sources globally."
158,158,Porphyry tungsten,"Porphyry tungsten deposits belong to the general deposit group of Porphyry deposits. The deposit environment is typically Magmatic hydrothermal. Genetically related features of typical Porphyry tungsten deposits include: Continental arc, back arc, or hinterland, felsic magmatism of ilmenite series, calc-alkaline volcano-plutonic center, magmatic fluid, alkali and hydrolytic metasomatism. Porphyry tungsten type mineral deposits are also known as USGS deposit model number 21c. Porphyry tungsten type mineral deposits are also known as Porphyry W.  Porphyry tungsten (W) deposits are a distinct subset of porphyry mineralization, primarily characterized by their association with felsic to intermediate intrusive rocks, such as granites and granodiorites, often part of larger batholithic complexes. These deposits are situated within tectonic settings like continental arcs, back arcs, or hinterlands, signifying regions influenced by continental collision or magmatic arc processes typically related to subduction. The primary ore mineral is scheelite (CaWO₄), with tungsten as the key commodity, occasionally accompanied by molybdenum and fluorite. Porphyry tungsten deposits are known for their large tonnage and generally low grades, with typical tungsten grades ranging between 0.1% to 0.5% WO₃ but accumulating into potentially economically viable large resources. The physiography of these deposits often reveals their presence in mountainous terrains, reflective of active or ancient tectonic uplift associated with magmatic arcs. The deposits usually form within stockwork vein systems, disseminated mineralization, and breccia zones, surrounded by significant alteration halos. Alteration closely mirrors other porphyry types, with potassic, sericitic, and less frequently argillic alteration zones marking the transformation of the host rock through magmatic-hydrothermal fluid interaction. Ore deposition is frequently controlled by structural features such as fractures and faults that facilitate fluid migration and mineral deposition, indicative of a highly evolved fractionated magmatic system. Compared to other porphyry deposits, the distinguishing feature of porphyry tungsten deposits is their focus on tungsten mineralization within a geochemical environment favoring tungsten enrichment, often linked to ilmenite-series magmatism rather than the more common magnetite-series environments seen in porphyry copper systems. The age of mineralization can vary, predominantly aligning with Mesozoic to Cenozoic magmatic activities, highlighting their formation during major tectonic reconfigurations."
159,159,Porphyry tin,"Porphyry tin deposits belong to the general deposit group of Porphyry deposits. The deposit environment is typically Magmatic hydrothermal. Genetically related features of typical Porphyry tin deposits include: Continental back arc, or hinterland, felsic S-type volcano-plutonic center, magmatic fluid, alkali and hydrolytic metasomatism. Porphyry tin type mineral deposits are also known as USGS deposit model number 20a. Porphyry tin type mineral deposits are also known as Porphyry Sn.  Porphyry tin (Sn) deposits are an intriguing type within the broader classification of porphyry deposits, distinguished by their association with felsic intrusive rocks such as S-type granites often found in continental back-arc or hinterland tectonic settings. These deposits typically manifest within intermediate to acid quartz porphyry stocks, and may also relate to concomitant talc-alkaline pyroclastic and volcanic lavas. The primary ore mineral associated with porphyry tin deposits is cassiterite (SnO₂), occasionally partnered with sulfides like pyrite, chalcopyrite, and arsenopyrite. Compared to other porphyry types, tin deposits are prominently noted for their magmatic-hydrothermal system, wherein significant alteration, such as greisenization—a blend involving quartz, topaz, and muscovite—dominates, often zoned from a core of quartz and tourmaline outwards to sericitic and propylitic alterations. These mineralization zones can extend several kilometers in funnel-shaped stock formations. Structurally, porphyry tin mineralization frequently follows breccias and fracture networks within these intrusions, with a geochemical signature rich in Sn and elements such as Ag, Pb, Zn, and Cu contributing to a polymetallic nature. The deposits have varied ages corresponding to the regional geotectonic evolution, commonly aligning with great granitoid intrusions spanning from the Paleozoic to the Cenozoic era. Physically, such deposits are often exposed in mountainous terrains, indicative of their typical formation at shallow crustal levels (1-3 km) beneath strato-volcanoes. While the deposits present large tonnage with significant tin grades, they are recognized by their unique structural and alteration characteristics, significant from traditional copper-focused porphyry systems, and bear significant relevance due to the strategic importance of tin in various technological applications."
160,160,Greisen tin ± W-Mo,"Greisen tin ±W-Mo deposits belong to the general deposit group of Greisen deposits. The deposit environment is typically Magmatic-Magmatic hydrothermal. Genetically related features of typical Greisen tin ±W-Mo deposits include: Continental back arc or hinterland, felsic S-type volcano-plutonic center, magmatic fluid, alkali and hydrolytic metasomatism. Greisen tin ± W-Mo type mineral deposits are also known as USGS deposit model number 15c. Greisen tin ± W-Mo type mineral deposits are also known as Sn greisen.  Greisen tin ± W-Mo deposits, as detailed in Bruce L. Reed's work, are geologically characterized by their occurrence within specialized biotite and/or muscovite leucogranites, classified as S-type granites. These deposits, under the USGS deposit model number 15c, primarily host cassiterite, molybdenite, and wolframite, with arsenopyrite, beryl, and bismuthinite as additional minerals. Pivotal to these deposits is their formation in mesozonal plutonic to deep volcanic environments, where granitoids emerge. The mineralization correlates with late stages of granitoid emplacement, possessing a versatile age range. Key ore structures include disseminated cassiterite within greisenized granite, characterized by massive greisen, stockworks, cupolas, and tectonic breccias. The greisen alteration process results in the predominance of quartz, muscovite, topaz, and fluorite assemblages, often obliterating original granite textures. Ore controls are typically cupolas and ridges on granitoid roofs, with faults and fractures aiding mineral localization. These areas are distinguished by potential reddish discoloration due to weathering, sometimes leading to placer deposits. The deposits display a striking geochemical signature with enrichment in Sn, F, Rb, Li, Be, W, Mo, Pb, and select rare earth elements, contrasted with depletions in Ni, Cu, Cr, Co, and others. Tectonically, they are found within fold belts of thick sedimentary and volcanic strata, frequently linked to cratonic shields and accreted margins. Greisen tin ± W-Mo deposits exhibit distinctive zonal mineralogy linked to precise magmatic activities, setting them apart from other mineral types by their unique mineral development and specific geochemical footprint, emphasizing their specialized geological and tectonic genesis."
161,161,Greisen tungsten-molybdenum ± Bi,"Greisen tungsten-molybdenum ±Bi deposits belong to the general deposit group of Greisen deposits. The deposit environment is typically Magmatic hydrothermal. Genetically related features of typical Greisen tungsten-molybdenum ±Bi deposits include: Continental back arc or hinterland, felsic magmatism of ilmenite series, felsic calc-alkaline volcano-plutonic center, magmatic fluid, alkali and hydrolytic metasomatism.  Greisen tungsten-molybdenum ± Bi deposits are distinct geological formations typically associated with highly differentiated multiphase acid granites occurring within magmatic systems in extensional rift zones on thick continental plates. These deposits are characterized by their formation near granitic stocks, batholiths, and cupolas, where the granites involved are notably high in silica content (>73-75%) and low in calcium oxide (<1.0%), belonging to both magnetite and ilmenite series. The primary ore minerals include molybdenite, wolframite, and scheelite, accompanied by secondary minerals like bismuthinite and cassiterite. They are found in regions associated with negative gravity anomalies, with crustal thicknesses ranging from 37-55 km, often proximal to large granitic batholiths or sub-volcanic plutons. The age of mineralization spans from the Proterozoic to the Mesozoic, with significant epochs being the Hercynian and Cimmerian. Orebodies in these deposits exhibit a range of morphologies including pods, veins, breccias, and stockworks, frequently located at or near the apical lobes of or in adjacent metasedimentary/metavolcanic rocks. Greisenization, along with alterations like microclinization and sericitization, dominates the alteration processes, involving quartz, muscovite, topaz, and fluorite. Ore control is primarily influenced by fracture systems within the granitic lobes and cupolas. Economically, molybdenum and tungsten are the principal commodities, with deposits sometimes yielding recoverable bismuth and tin. These deposits are distinguished from porphyry types by their deeper plutonic settings and complex metal associations, often exhibiting substantial zonation between molybdenum and tungsten ores and showing a high degree of morphological variability. Found predominantly in Asia, similar greisen environments suggest potential resources in areas like North America and Greenland."
162,162,Greisen beryllium ± Li,"Greisen beryllium ±Li deposits belong to the general deposit group of Greisen deposits. The deposit environment is typically Magmatic hydrothermal. Genetically related features of typical Greisen beryllium ±Li deposits include: Continental rift, hydrous bimodal magmatism, A-type volcano-plutonic center, magmatic fluid.  Greisen beryllium ± Li deposits are characterized by their occurrence in association with highly evolved magmatic systems, typically found within continental rift zones linked to A-type volcano-plutonic centers, and exhibit significant magmatic hydrothermal influences. These deposits are predominantly contained within felsic, peraluminous to peralkaline granitic settings where magmatic fluids, enriched in F and other volatiles, play a pivotal role. The rock types associated with these deposits include high-temperature pegmatitic and miarolitic cavities transitioning through feldspar-mica quartz veins to later-stage mica-rich greisens. Mineralogically, they host beryllium minerals like beryl, phenakite, and bertrandite, with potential lithium enrichment and associations with metals like Sn, W, and Mo. Significant hydrothermal alteration, particularly greisen alteration marked by muscovite or trioctahedral mica assemblages and albitization, is a distinguishing feature. Structurally, the ore bodies are often controlled by fractures and the chemical interaction of magmatic fluids with wall rocks, including carbonate-rich lithologies, which promote beryllium mineral precipitation. The age of mineralization can vary widely, often situated in Mesozoic to Cenozoic contexts depending on regional geological history. The deposits' formation is closely related to syn-magmatic processes involving felsic and alkaline igneous suites under extensional tectonic settings of continental rifts. Structurally controlled by both fractures and wall-rock interactions, these deposits exhibit complex paragenesis with distinct mineralization phases. Unlike other beryllium deposits, greisen beryllium ± Li deposits do not exhibit early mineral enrichment, allowing late hydrothermal concentration facilitated by a chemically diverse granitic source. This distinct geological backdrop, combined with the multifaceted mineral and alteration assemblages, distinguishes greisen beryllium ± Li deposits from other magmatic-hydrothermal mineral systems."
